image_id,image_path,mask_path,dataset,language,condition,word,word_color,font_color,background_color,label,dataset_name
multilingual_stroop_arabic_neutral_001860,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_001860.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_001860_mask.png,stroop,arabic,neutral,سيارة,,red,white,red,multilingual_stroop
multilingual_stroop_arabic_neutral_000008,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_000008.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_000008_mask.png,stroop,arabic,neutral,قطة,,green,white,green,multilingual_stroop
multilingual_stroop_arabic_neutral_002894,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_002894.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_002894_mask.png,stroop,arabic,neutral,منزل,,brown,white,brown,multilingual_stroop
multilingual_stroop_arabic_neutral_002847,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_002847.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_002847_mask.png,stroop,arabic,neutral,موسيقى,,purple,white,purple,multilingual_stroop
multilingual_stroop_arabic_neutral_003664,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_003664.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_003664_mask.png,stroop,arabic,neutral,شجرة,,black,white,black,multilingual_stroop
multilingual_stroop_arabic_neutral_000144,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_000144.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_000144_mask.png,stroop,arabic,neutral,سفينة,,orange,black,orange,multilingual_stroop
multilingual_stroop_arabic_neutral_002104,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_002104.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_002104_mask.png,stroop,arabic,neutral,سيارة,,yellow,black,yellow,multilingual_stroop
multilingual_stroop_arabic_neutral_003143,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_003143.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_003143_mask.png,stroop,arabic,neutral,سيارة,,purple,white,purple,multilingual_stroop
multilingual_stroop_arabic_neutral_000841,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_000841.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_000841_mask.png,stroop,arabic,neutral,منزل,,black,white,black,multilingual_stroop
multilingual_stroop_arabic_neutral_001128,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_001128.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_001128_mask.png,stroop,arabic,neutral,كلب,,orange,black,orange,multilingual_stroop
multilingual_stroop_arabic_neutral_000151,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_000151.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_000151_mask.png,stroop,arabic,neutral,شجرة,,brown,white,brown,multilingual_stroop
multilingual_stroop_arabic_neutral_003591,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_003591.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_003591_mask.png,stroop,arabic,neutral,منزل,,blue,white,blue,multilingual_stroop
multilingual_stroop_arabic_neutral_001052,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_001052.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_001052_mask.png,stroop,arabic,neutral,هاتف,,white,black,white,multilingual_stroop
multilingual_stroop_arabic_neutral_001590,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_001590.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_001590_mask.png,stroop,arabic,neutral,هاتف,,white,black,white,multilingual_stroop
multilingual_stroop_arabic_neutral_003008,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_003008.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_003008_mask.png,stroop,arabic,neutral,كلب,,red,white,red,multilingual_stroop
multilingual_stroop_arabic_neutral_002029,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_002029.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_002029_mask.png,stroop,arabic,neutral,موسيقى,,red,white,red,multilingual_stroop
multilingual_stroop_arabic_neutral_003418,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_003418.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_003418_mask.png,stroop,arabic,neutral,سيارة,,yellow,black,yellow,multilingual_stroop
multilingual_stroop_arabic_neutral_001807,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_001807.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_001807_mask.png,stroop,arabic,neutral,سيارة,,black,white,black,multilingual_stroop
multilingual_stroop_arabic_neutral_002696,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_002696.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_002696_mask.png,stroop,arabic,neutral,سيارة,,white,black,white,multilingual_stroop
multilingual_stroop_arabic_neutral_003039,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_003039.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_003039_mask.png,stroop,arabic,neutral,كتاب,,red,white,red,multilingual_stroop
multilingual_stroop_arabic_neutral_000472,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_000472.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_000472_mask.png,stroop,arabic,neutral,هاتف,,orange,black,orange,multilingual_stroop
multilingual_stroop_arabic_neutral_003289,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_003289.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_003289_mask.png,stroop,arabic,neutral,سيارة,,purple,white,purple,multilingual_stroop
multilingual_stroop_arabic_neutral_004074,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_004074.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_004074_mask.png,stroop,arabic,neutral,كلب,,brown,white,brown,multilingual_stroop
multilingual_stroop_arabic_neutral_003496,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_003496.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_003496_mask.png,stroop,arabic,neutral,شجرة,,orange,black,orange,multilingual_stroop
multilingual_stroop_arabic_neutral_000279,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_000279.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_000279_mask.png,stroop,arabic,neutral,سفينة,,gray,white,gray,multilingual_stroop
multilingual_stroop_arabic_neutral_001741,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_001741.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_001741_mask.png,stroop,arabic,neutral,منزل,,white,black,white,multilingual_stroop
multilingual_stroop_arabic_neutral_004624,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_004624.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_004624_mask.png,stroop,arabic,neutral,منزل,,gray,white,gray,multilingual_stroop
multilingual_stroop_arabic_neutral_002886,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_002886.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_002886_mask.png,stroop,arabic,neutral,هاتف,,yellow,black,yellow,multilingual_stroop
multilingual_stroop_arabic_neutral_001941,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_001941.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_001941_mask.png,stroop,arabic,neutral,هاتف,,blue,white,blue,multilingual_stroop
multilingual_stroop_arabic_neutral_000100,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_000100.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_000100_mask.png,stroop,arabic,neutral,قطة,,yellow,black,yellow,multilingual_stroop
multilingual_stroop_arabic_neutral_002804,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_002804.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_002804_mask.png,stroop,arabic,neutral,هاتف,,black,white,black,multilingual_stroop
multilingual_stroop_arabic_neutral_003570,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_003570.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_003570_mask.png,stroop,arabic,neutral,كتاب,,orange,black,orange,multilingual_stroop
multilingual_stroop_arabic_neutral_003684,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_003684.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_003684_mask.png,stroop,arabic,neutral,هاتف,,yellow,black,yellow,multilingual_stroop
multilingual_stroop_arabic_neutral_003661,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_003661.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_003661_mask.png,stroop,arabic,neutral,سيارة,,orange,black,orange,multilingual_stroop
multilingual_stroop_arabic_neutral_000530,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_000530.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_000530_mask.png,stroop,arabic,neutral,سفينة,,orange,black,orange,multilingual_stroop
multilingual_stroop_arabic_neutral_001886,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_001886.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_001886_mask.png,stroop,arabic,neutral,سيارة,,purple,white,purple,multilingual_stroop
multilingual_stroop_arabic_neutral_000681,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_000681.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_000681_mask.png,stroop,arabic,neutral,هاتف,,orange,black,orange,multilingual_stroop
multilingual_stroop_arabic_neutral_003794,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_003794.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_003794_mask.png,stroop,arabic,neutral,هاتف,,blue,white,blue,multilingual_stroop
multilingual_stroop_arabic_neutral_003944,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_003944.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_003944_mask.png,stroop,arabic,neutral,سفينة,,black,white,black,multilingual_stroop
multilingual_stroop_arabic_neutral_004666,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_004666.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_004666_mask.png,stroop,arabic,neutral,كلب,,yellow,black,yellow,multilingual_stroop
multilingual_stroop_arabic_neutral_002018,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_002018.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_002018_mask.png,stroop,arabic,neutral,هاتف,,black,white,black,multilingual_stroop
multilingual_stroop_arabic_neutral_001096,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_001096.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_001096_mask.png,stroop,arabic,neutral,منزل,,brown,white,brown,multilingual_stroop
multilingual_stroop_arabic_neutral_000829,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_000829.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_000829_mask.png,stroop,arabic,neutral,كرسي,,white,black,white,multilingual_stroop
multilingual_stroop_arabic_neutral_002805,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_002805.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_002805_mask.png,stroop,arabic,neutral,منزل,,red,white,red,multilingual_stroop
multilingual_stroop_arabic_neutral_003829,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_003829.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_003829_mask.png,stroop,arabic,neutral,منزل,,green,white,green,multilingual_stroop
multilingual_stroop_arabic_neutral_004381,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_004381.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_004381_mask.png,stroop,arabic,neutral,كلب,,green,white,green,multilingual_stroop
multilingual_stroop_arabic_neutral_003891,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_003891.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_003891_mask.png,stroop,arabic,neutral,كرسي,,brown,white,brown,multilingual_stroop
multilingual_stroop_arabic_neutral_000764,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_000764.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_000764_mask.png,stroop,arabic,neutral,سيارة,,white,black,white,multilingual_stroop
multilingual_stroop_arabic_neutral_002767,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_002767.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_002767_mask.png,stroop,arabic,neutral,منزل,,yellow,black,yellow,multilingual_stroop
multilingual_stroop_arabic_neutral_004328,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_004328.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_004328_mask.png,stroop,arabic,neutral,شجرة,,green,white,green,multilingual_stroop
multilingual_stroop_arabic_neutral_003295,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_003295.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_003295_mask.png,stroop,arabic,neutral,كلب,,purple,white,purple,multilingual_stroop
multilingual_stroop_arabic_neutral_002194,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_002194.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_002194_mask.png,stroop,arabic,neutral,كتاب,,red,white,red,multilingual_stroop
multilingual_stroop_arabic_neutral_002357,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_002357.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_002357_mask.png,stroop,arabic,neutral,سفينة,,purple,white,purple,multilingual_stroop
multilingual_stroop_arabic_neutral_003425,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_003425.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_003425_mask.png,stroop,arabic,neutral,منزل,,purple,white,purple,multilingual_stroop
multilingual_stroop_arabic_neutral_003979,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_003979.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_003979_mask.png,stroop,arabic,neutral,موسيقى,,orange,black,orange,multilingual_stroop
multilingual_stroop_arabic_neutral_000911,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_000911.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_000911_mask.png,stroop,arabic,neutral,هاتف,,black,white,black,multilingual_stroop
multilingual_stroop_arabic_neutral_003145,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_003145.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_003145_mask.png,stroop,arabic,neutral,قطة,,red,white,red,multilingual_stroop
multilingual_stroop_arabic_neutral_000999,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_000999.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_000999_mask.png,stroop,arabic,neutral,كلب,,blue,white,blue,multilingual_stroop
multilingual_stroop_arabic_neutral_003653,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_003653.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_003653_mask.png,stroop,arabic,neutral,منزل,,brown,white,brown,multilingual_stroop
multilingual_stroop_arabic_neutral_002483,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_002483.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_002483_mask.png,stroop,arabic,neutral,موسيقى,,brown,white,brown,multilingual_stroop
multilingual_stroop_arabic_neutral_004076,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_004076.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_004076_mask.png,stroop,arabic,neutral,سفينة,,gray,white,gray,multilingual_stroop
multilingual_stroop_arabic_neutral_002370,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_002370.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_002370_mask.png,stroop,arabic,neutral,هاتف,,green,white,green,multilingual_stroop
multilingual_stroop_arabic_neutral_004838,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_004838.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_004838_mask.png,stroop,arabic,neutral,كتاب,,blue,white,blue,multilingual_stroop
multilingual_stroop_arabic_neutral_000033,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_000033.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_000033_mask.png,stroop,arabic,neutral,كرسي,,gray,white,gray,multilingual_stroop
multilingual_stroop_arabic_neutral_003789,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_003789.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_003789_mask.png,stroop,arabic,neutral,شجرة,,red,white,red,multilingual_stroop
multilingual_stroop_arabic_neutral_001020,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_001020.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_001020_mask.png,stroop,arabic,neutral,هاتف,,purple,white,purple,multilingual_stroop
multilingual_stroop_arabic_neutral_001647,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_001647.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_001647_mask.png,stroop,arabic,neutral,قطة,,red,white,red,multilingual_stroop
multilingual_stroop_arabic_neutral_000733,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_000733.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_000733_mask.png,stroop,arabic,neutral,سفينة,,orange,black,orange,multilingual_stroop
multilingual_stroop_arabic_neutral_004582,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_004582.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_004582_mask.png,stroop,arabic,neutral,هاتف,,red,white,red,multilingual_stroop
multilingual_stroop_arabic_neutral_003274,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_003274.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_003274_mask.png,stroop,arabic,neutral,سيارة,,gray,white,gray,multilingual_stroop
multilingual_stroop_arabic_neutral_001620,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_001620.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_001620_mask.png,stroop,arabic,neutral,منزل,,purple,white,purple,multilingual_stroop
multilingual_stroop_arabic_neutral_003135,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_003135.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_003135_mask.png,stroop,arabic,neutral,سفينة,,green,white,green,multilingual_stroop
multilingual_stroop_arabic_neutral_002689,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_002689.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_002689_mask.png,stroop,arabic,neutral,قطة,,white,black,white,multilingual_stroop
multilingual_stroop_arabic_neutral_002707,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_002707.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_002707_mask.png,stroop,arabic,neutral,كرسي,,green,white,green,multilingual_stroop
multilingual_stroop_arabic_neutral_000297,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_000297.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_000297_mask.png,stroop,arabic,neutral,سفينة,,white,black,white,multilingual_stroop
multilingual_stroop_arabic_neutral_002339,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_002339.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_002339_mask.png,stroop,arabic,neutral,كلب,,purple,white,purple,multilingual_stroop
multilingual_stroop_arabic_neutral_000653,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_000653.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_000653_mask.png,stroop,arabic,neutral,هاتف,,brown,white,brown,multilingual_stroop
multilingual_stroop_arabic_neutral_003774,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_003774.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_003774_mask.png,stroop,arabic,neutral,شجرة,,black,white,black,multilingual_stroop
multilingual_stroop_arabic_neutral_001255,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_001255.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_001255_mask.png,stroop,arabic,neutral,قطة,,yellow,black,yellow,multilingual_stroop
multilingual_stroop_arabic_neutral_004520,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_004520.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_004520_mask.png,stroop,arabic,neutral,سيارة,,black,white,black,multilingual_stroop
multilingual_stroop_arabic_neutral_000230,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/images/multilingual_stroop_arabic_neutral_000230.png,/content/stroop_multilingual_full_benchmark/data/multilingual_stroop_80k/masks/multilingual_stroop_arabic_neutral_000230_mask.png,stroop,arabic,neutral,موسيقى,,orange,black,orange,multilingual_stroop
